PathFileType	4	(X/Y/Z)	C:\Users\israe\Desktop\Doctoral Research\Projects\PhaseIA\OPENSIM_october\ExperimentalData\subject1\100\P1S100W01.trc																																																																																																																																																																																																																																																																																																																																																																																																																						
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames																																																																																																																																																																																																																																																																																																																																																																																																																		
100	100	246	136	mm	100	0	246																																																																																																																																																																																																																																																																																																																																																																																																																		
Frame#	Time	PELVIS_cgm24O			PELVIS_cgm24A			PELVIS_cgm24L			PELVIS_cgm24P			LFEMUR_cgm24O			LFEMUR_cgm24A			LFEMUR_cgm24L			LFEMUR_cgm24P			LTIBIA_cgm24O			LTIBIA_cgm24A			LTIBIA_cgm24L			LTIBIA_cgm24P			LFOOT_cgm24O			LFOOT_cgm24A			LFOOT_cgm24L			LFOOT_cgm24P			LTOES_cgm24O			LTOES_cgm24A			LTOES_cgm24L			LTOES_cgm24P			RFEMUR_cgm24O			RFEMUR_cgm24A			RFEMUR_cgm24L			RFEMUR_cgm24P			RTIBIA_cgm24O			RTIBIA_cgm24A			RTIBIA_cgm24L			RTIBIA_cgm24P			RFOOT_cgm24O			RFOOT_cgm24A			RFOOT_cgm24L			RFOOT_cgm24P			RTOES_cgm24O			RTOES_cgm24A			RTOES_cgm24L			RTOES_cgm24P			THORAX_cgm24O			THORAX_cgm24A			THORAX_cgm24L			THORAX_cgm24P			LUPPERARM_cgm24O			LUPPERARM_cgm24A			LUPPERARM_cgm24L			LUPPERARM_cgm24P			LFOREARM_cgm24O			LFOREARM_cgm24A			LFOREARM_cgm24L			LFOREARM_cgm24P			LHAND_cgm24O			LHAND_cgm24A			LHAND_cgm24L			LHAND_cgm24P			RUPPERARM_cgm24O			RUPPERARM_cgm24A			RUPPERARM_cgm24L			RUPPERARM_cgm24P			RFOREARM_cgm24O			RFOREARM_cgm24A			RFOREARM_cgm24L			RFOREARM_cgm24P			RHAND_cgm24O			RHAND_cgm24A			RHAND_cgm24L			RHAND_cgm24P			HEAD_cgm24O			HEAD_cgm24A			HEAD_cgm24L			HEAD_cgm24P			LFHD			RFHD			LBHD			RBHD			C7			T10			CLAV			STRN			RBAK			LSHO			LELB			LFRM			LWRA			LWRB			LFIN			RSHO			RELB			RFRM			RWRA			RWRB			RFIN			LASI			RASI			LPSI			RPSI			LTHI			LTHAP			LTHAD			LKNE			LTIB			LTIAP			LTIAD			LANK			LHEE			LTOE			LFMH			LVMH			RTHI			RTHAP			RTHAD			RKNE			RTIB			RTIAP			RTIAD			RANK			RHEE			RTOE			RFMH			RVMH			RPel			LPel			LMEL			RMEL			LHJC_cgm24			RHJC_cgm24			LKJC_cgm24			RKJC_cgm24			LAJC_cgm24			RAJC_cgm24			LFJC_cgm24			RFJC_cgm24			LSJC_cgm24			RSJC_cgm24			LEJC_cgm24			REJC_cgm24			LHO_cgm24			RHO_cgm24			CentreOfMass_cgm24		
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	X8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X13	Y13	Z13	X14	Y14	Z14	X15	Y15	Z15	X16	Y16	Z16	X17	Y17	Z17	X18	Y18	Z18	X19	Y19	Z19	X20	Y20	Z20	X21	Y21	Z21	X22	Y22	Z22	X23	Y23	Z23	X24	Y24	Z24	X25	Y25	Z25	X26	Y26	Z26	X27	Y27	Z27	X28	Y28	Z28	X29	Y29	Z29	X30	Y30	Z30	X31	Y31	Z31	X32	Y32	Z32	X33	Y33	Z33	X34	Y34	Z34	X35	Y35	Z35	X36	Y36	Z36	X37	Y37	Z37	X38	Y38	Z38	X39	Y39	Z39	X40	Y40	Z40	X41	Y41	Z41	X42	Y42	Z42	X43	Y43	Z43	X44	Y44	Z44	X45	Y45	Z45	X46	Y46	Z46	X47	Y47	Z47	X48	Y48	Z48	X49	Y49	Z49	X50	Y50	Z50	X51	Y51	Z51	X52	Y52	Z52	X53	Y53	Z53	X54	Y54	Z54	X55	Y55	Z55	X56	Y56	Z56	X57	Y57	Z57	X58	Y58	Z58	X59	Y59	Z59	X60	Y60	Z60	X61	Y61	Z61	X62	Y62	Z62	X63	Y63	Z63	X64	Y64	Z64	X65	Y65	Z65	X66	Y66	Z66	X67	Y67	Z67	X68	Y68	Z68	X69	Y69	Z69	X70	Y70	Z70	X71	Y71	Z71	X72	Y72	Z72	X73	Y73	Z73	X74	Y74	Z74	X75	Y75	Z75	X76	Y76	Z76	X77	Y77	Z77	X78	Y78	Z78	X79	Y79	Z79	X80	Y80	Z80	X81	Y81	Z81	X82	Y82	Z82	X83	Y83	Z83	X84	Y84	Z84	X85	Y85	Z85	X86	Y86	Z86	X87	Y87	Z87	X88	Y88	Z88	X89	Y89	Z89	X90	Y90	Z90	X91	Y91	Z91	X92	Y92	Z92	X93	Y93	Z93	X94	Y94	Z94	X95	Y95	Z95	X96	Y96	Z96	X97	Y97	Z97	X98	Y98	Z98	X99	Y99	Z99	X100	Y100	Z100	X101	Y101	Z101	X102	Y102	Z102	X103	Y103	Z103	X104	Y104	Z104	X105	Y105	Z105	X106	Y106	Z106	X107	Y107	Z107	X108	Y108	Z108	X109	Y109	Z109	X110	Y110	Z110	X111	Y111	Z111	X112	Y112	Z112	X113	Y113	Z113	X114	Y114	Z114	X115	Y115	Z115	X116	Y116	Z116	X117	Y117	Z117	X118	Y118	Z118	X119	Y119	Z119	X120	Y120	Z120	X121	Y121	Z121	X122	Y122	Z122	X123	Y123	Z123	X124	Y124	Z124	X125	Y125	Z125	X126	Y126	Z126	X127	Y127	Z127	X128	Y128	Z128	X129	Y129	Z129	X130	Y130	Z130	X131	Y131	Z131	X132	Y132	Z132	X133	Y133	Z133	X134	Y134	Z134	X135	Y135	Z135	X136	Y136	Z136
																																																																																																																																																																																																																																																																																																																																																																																																																									
1	0	181.9250031	887.664978	-1484.290039	176.3867798	872.2762451	-1313.407959	352.960144	873.6348877	-1480.010376	195.5076294	1058.060181	-1468.505005	274.8380127	490.1740112	-1329.060059	270.0899353	642.8474731	-938.1599121	694.4302979	498.7723999	-1327.321777	267.4617004	881.0083618	-1481.797485	272.3160095	130.878006	-1167.130005	329.983429	290.7398376	-811.5429688	662.177002	104.906662	-1218.67981	274.8387451	490.1734009	-1329.068115	269.3779907	76.3789978	-1227.810059	273.1781006	276.9507446	-1328.984619	494.0141602	72.09616852	-1227.863159	267.4020081	-24.77627563	-1428.417847	273.7709961	141.0209961	-1101.310059	273.7709961	141.0209961	-1101.310059	273.7709961	141.0209961	-1101.310059	273.7709961	141.0209961	-1101.310059	128.1130066	486.0419922	-1569.849976	182.9875488	407.5505676	-1163.123413	541.1275635	527.8310547	-1617.508301	96.38883209	894.3205566	-1486.778931	171.2100067	106.4499969	-1689.540039	106.9696274	-18.99817657	-1314.826172	564.0080566	127.5821991	-1615.124634	128.112442	486.0428467	-1569.847046	181.25	82.1875	-1765.969971	168.9441223	307.304657	-1756.082153	402.8066101	92.46980286	-1724.329956	222.3375244	94.16582489	-1987.544556	158.9290009	79.3986969	-1624.859985	158.9290009	79.3986969	-1624.859985	158.9290009	79.3986969	-1624.859985	158.9290009	79.3986969	-1624.859985	194.1620026	1409.880005	-1423.180054	197.0394287	1432.514893	-951.7539673	-277.7229004	1401.106812	-1419.87854	203.0832977	938.5267334	-1400.603027	418.2149963	1125.400024	-1563.949951	370.3535156	1191.915894	-1823.826294	151.3764648	1086.514771	-1524.759033	390.6964111	1386.770264	-1491.983643	466.45401	877.0269775	-1481.939941	442.3199158	789.3675537	-1733.235596	204.7585144	838.8915405	-1443.504272	417.9859009	1126.581787	-1564.33728	461.8869934	808.5830078	-1462.660034	579.0772095	825.6164551	-1374.415039	551.2608643	771.2218628	-1574.137939	471.3536377	950.4451904	-1502.614746	-70.7385025	1115.060059	-1500.890015	-105.4352951	1133.187134	-1765.408936	-328.3163452	1176.012573	-1462.926758	-7.86920166	1374.788696	-1491.337646	-81.78749847	940.0880127	-1294.930054	-154.1028137	741.8168335	-1467.24646	-344.2385254	1002.193726	-1256.248657	-70.65765381	1116.341553	-1502.402222	-88.61319733	888.6569824	-1237.709961	-191.3505707	989.4723511	-1159.341919	38.25491333	957.8377686	-1160.387573	-74.12963867	997.7924194	-1359.118164	179.5540009	1669.530029	-1476.829956	180.5353088	1681.366333	-1424.639648	232.8784027	1673.72229	-1478.783325	175.0342407	1721.560913	-1488.545166	250.9521942	1687.779053	-1432.143677	109.5586853	1678.791504	-1424.198364	269.2903137	1663.43396	-1529.28894	88.41571045	1648.13501	-1521.671387	187.9252777	1501.910889	-1544.70752	197.8200684	1147.346191	-1597.821411	194.1888275	1410.097046	-1418.69104	194.1558533	1243.569458	-1340.62146	68.7259903	1347.541748	-1604.311279	390.0669861	1439.578735	-1492.963013	453.8589478	1126.440918	-1554.079346	468.9465027	996.3078613	-1483.971313	456.0395813	878.3007202	-1458.192871	483.9416809	878.8217773	-1501.054321	473.3927917	810.255249	-1453.996704	-9.672163963	1423.268555	-1495.480835	-103.9562454	1122.572754	-1486.433105	-103.5407028	1035.568237	-1366.181152	-60.81489182	955.9556274	-1278.438843	-108.3949356	929.8064575	-1307.166016	-97.70279694	897.5760498	-1230.782227	303.7724609	958.9815674	-1419.488403	64.6476593	969.682312	-1422.489624	231.6684723	974.8746338	-1602.409912	155.8775787	984.1235962	-1602.131714	357.3638916	655.5739746	-1400.148438	295.4073792	766.0492554	-1336.865479	290.5705566	670.0662231	-1304.71936	324.2080688	496.4970703	-1324.353271	332.3369141	330.1451111	-1253.808716	278.812561	399.5910034	-1224.88916	282.2210999	301.6417236	-1188.845947	309.9376831	122.9545975	-1172.413696	269.1413574	69.46887207	-1229.545898	276.7133789	153.5429382	-1077.938354	250.1900177	154.41539	-1025.046021	336.9211731	120.966835	-1044.790405	22.43851089	711.3596191	-1515.972168	76.18156433	761.8365479	-1412.985474	96.22751617	667.5322876	-1435.257446	77.41719818	492.6853027	-1567.420532	92.66283417	277.9634399	-1624.103271	128.9940948	349.6297302	-1553.671265	144.4350128	218.4035034	-1599.648682	133.7969208	103.2203674	-1695.143311	181.0355988	76.45619202	-1764.811157	156.1899109	71.38000488	-1595.22937	183.459137	47.94360733	-1553.475098	94.61154938	44.12101746	-1594.886963	19.26185608	994.2523193	-1528.109375	360.6277161	980.1121216	-1508.309448	387.8844604	1114.875854	-1556.61145	-43.92821884	1095.937012	-1505.680054	267.4620056	881.0089722	-1481.800049	96.38860321	894.3209839	-1486.780029	274.8380127	490.1740112	-1329.060059	128.1130066	486.0419922	-1569.849976	272.3160095	130.878006	-1167.130005	171.2100067	106.4499969	-1689.540039	273.7709961	141.0209961	-1101.310059	158.9290009	79.3986969	-1624.859985	389.3739929	1399.329956	-1488.530029	-5.833980083	1383.199951	-1491.030029	418.2149963	1125.400024	-1563.949951	-70.7385025	1115.060059	-1500.890015	461.8869934	808.5830078	-1462.660034	-88.61319733	888.6569824	-1237.709961	195.5050049	995.90802	-1479.23999
2	0.01	182.1119995	884.2949829	-1469.609985	176.2436829	868.0853271	-1298.814819	353.083252	869.5648193	-1465.133667	196.3450012	1054.554932	-1452.962158	273.0849915	486.4389954	-1314.22998	272.3881836	639.2261963	-923.3460083	692.7328491	491.7841187	-1315.571167	267.6184082	877.2870483	-1467.012939	268.6210022	132.0039978	-1141.949951	339.3739014	300.7731323	-792.9019775	656.3033447	97.12188721	-1203.668213	273.0852051	486.4382935	-1314.228394	263.7430115	74.69799805	-1199.869995	267.4946594	270.0610657	-1310.77063	488.182251	66.6842041	-1206.394531	254.1141205	-35.97633362	-1395.160156	272.2369995	145.2870026	-1076.780029	272.2369995	145.2870026	-1076.780029	272.2369995	145.2870026	-1076.780029	272.2369995	145.2870026	-1076.780029	129.0469971	485.3439941	-1565.699951	180.6556854	396.1938171	-1160.746338	542.4266968	528.3323364	-1608.918701	96.60630798	891.3032227	-1472.194092	171.7350006	106.9810028	-1689.369995	106.5746765	-22.36151123	-1316.141968	564.4262085	126.6490021	-1613.995728	129.0472412	485.3434448	-1565.700806	181.3419952	82.70809937	-1765.839966	170.0426178	307.8891907	-1756.209839	402.7211304	91.98616791	-1723.036621	223.6567383	94.29839325	-1987.204102	158.9850006	80.04550171	-1624.72998	158.9850006	80.04550171	-1624.72998	158.9850006	80.04550171	-1624.72998	158.9850006	80.04550171	-1624.72998	195.7380066	1406.359985	-1408.900024	200.1273193	1430.678345	-937.5693359	-276.1523438	1398.627319	-1404.106689	203.7071075	935.0722656	-1384.658081	418.3590088	1121.449951	-1551.170044	368.0661011	1188.433228	-1810.466553	151.8475342	1082.997192	-1509.411133	392.0331726	1382.764771	-1478.559326	466.7149963	872.3980103	-1471.890015	439.5894775	786.989502	-1723.655273	205.34021	834.6865845	-1430.936035	418.0982056	1122.796509	-1551.596802	462.2070007	803.8709717	-1453.400024	580.5007935	819.5606689	-1366.386963	550.1262207	767.6088257	-1566.387329	471.5684509	946.1726074	-1491.785889	-69.645401	1111.459961	-1484.910034	-103.3479156	1127.977905	-1749.662842	-327.2783813	1172.989746	-1448.275024	-6.461727142	1371.15979	-1476.750488	-81.51589966	938.0910034	-1277.199951	-153.4968567	738.3930054	-1448.002075	-344.0231018	1000.78479	-1239.871948	-69.57315826	1112.516113	-1486.16687	-88.80149841	888.0449829	-1218.949951	-191.9024506	990.7701416	-1143.597534	37.65357971	958.7854004	-1142.365601	-73.32363129	994.3633423	-1342.71228	181.0350037	1665.97998	-1463.099976	182.022934	1677.857056	-1410.919067	234.3563232	1670.203125	-1465.070801	176.4804993	1717.999023	-1474.854004	252.4501801	1684.303711	-1418.471069	111.0310593	1675.230835	-1410.476563	270.788147	1659.910034	-1515.532593	89.87084961	1644.492798	-1507.916382	189.3434601	1498.134399	-1530.744141	198.2881317	1143.266235	-1582.408325	195.7799072	1406.590088	-1404.40564	195.6523895	1240.184448	-1325.925659	69.96569824	1343.295166	-1589.734619	391.4971619	1435.53479	-1479.656372	454.0438843	1122.339233	-1541.434692	469.5423889	991.6368408	-1472.749512	456.5781555	873.4812012	-1448.001709	483.9873962	874.322876	-1491.192627	473.8214417	805.4106445	-1444.856812	-8.260287285	1419.550659	-1481.079224	-102.9198532	1119.107788	-1470.647095	-102.8419724	1032.759644	-1349.453857	-60.63626099	954.1856689	-1260.785278	-108.0614395	927.6106567	-1289.44812	-97.92313385	897.1328125	-1212.28125	304.2804871	955.1229858	-1404.027222	64.74260712	965.8275757	-1407.170532	232.3193054	971.1089478	-1586.688232	156.7155762	980.7993774	-1586.500977	356.8856812	651.5458984	-1386.407227	295.7348938	762.7150269	-1322.587158	290.3561401	667.1841431	-1290.936523	322.602417	493.1152344	-1309.468262	329.7290955	327.2860718	-1236.86145	277.5899048	397.7073669	-1206.988281	280.5752869	300.7427368	-1170.033447	306.1848755	123.1243744	-1147.933716	263.5014343	67.80525208	-1200.698486	276.0887146	158.7833557	-1053.968994	251.118103	163.2150116	-1000.450806	336.6989136	127.3008804	-1020.274109	22.61957169	709.9317017	-1506.751587	75.70309448	758.2142944	-1402.345093	96.1723938	664.4313354	-1426.786499	78.27912903	492.6806946	-1562.833496	93.67295074	277.5437927	-1622.806763	130.0563202	348.572113	-1551.595459	145.355484	217.4768066	-1598.69519	134.1216431	103.6049118	-1695.276245	181.0632935	76.48051453	-1765.105347	156.0755615	71.89229584	-1594.748413	183.3263702	48.62537384	-1553.237915	94.55167389	44.38903809	-1594.374146	19.54449463	991.0499878	-1513.613525	361.184845	975.9021606	-1493.703003	388.0776367	1110.912842	-1543.337646	-42.90999222	1092.200928	-1489.549561	267.6180115	877.2869873	-1467.02002	96.60669708	891.302002	-1472.189941	273.0849915	486.4389954	-1314.22998	129.0469971	485.3439941	-1565.699951	268.6210022	132.0039978	-1141.949951	171.7350006	106.9810028	-1689.369995	272.2369995	145.2870026	-1076.780029	158.9850006	80.04550171	-1624.72998	390.7709961	1395.300049	-1475.069946	-4.434909821	1379.48999	-1476.48999	418.3590088	1121.449951	-1551.170044	-69.645401	1111.459961	-1484.910034	462.2070007	803.8709717	-1453.400024	-88.80149841	888.0449829	-1218.949951	195.9980011	992.7969971	-1465.380005
3	0.02	182.4680023	881.0939941	-1454.800049	176.2537689	864.1469116	-1284.088745	353.3994751	865.9837036	-1450.077881	197.0283051	1051.248779	-1437.378174	271.5010071	483.1849976	-1298.890015	274.1122131	636.4006958	-908.1819458	691.1619263	485.5339966	-1302.615845	267.953949	873.8947754	-1452.082642	265.2160034	132.6049957	-1118.949951	347.4557495	307.4373779	-775.4478149	650.5997314	89.5791626	-1189.317871	271.5007019	483.1843262	-1298.889038	258.6069946	73.32540131	-1174.660034	262.341095	264.4841003	-1292.660767	482.6890259	61.79882431	-1186.241821	242.6992645	-44.17034912	-1365.50415	270.6019897	148.177002	-1054.410034	270.6019897	148.177002	-1054.410034	270.6019897	148.177002	-1054.410034	270.6019897	148.177002	-1054.410034	129.8410034	484.6340027	-1560.359985	178.1843567	385.8585815	-1157.240967	543.5822754	528.2331543	-1599.294189	96.98254395	888.2936401	-1457.511597	172.0110016	107.8410034	-1688.900024	106.0529404	-26.24554443	-1317.490723	564.625	125.7855759	-1612.697876	129.8410034	484.6345215	-1560.358643	181.3040009	83.85610199	-1765.5	170.9294281	309.0512085	-1755.181519	402.5565796	92.04806519	-1721.829346	224.5082397	95.98019409	-1986.663574	158.901001	80.75119781	-1624.390015	158.901001	80.75119781	-1624.390015	158.901001	80.75119781	-1624.390015	158.901001	80.75119781	-1624.390015	197.2910004	1403.130005	-1394.609985	203.067337	1429.125488	-923.3839111	-274.598938	1396.411743	-1388.454712	204.3375549	931.9163208	-1368.701538	418.5660095	1117.76001	-1538.160034	365.9911804	1185.114624	-1796.907104	152.3852844	1079.730469	-1493.974243	393.3763733	1379.04126	-1465.027466	466.9849854	868.0800171	-1461.369995	437.0397034	784.7259521	-1713.503906	205.9346313	830.7835693	-1418.035767	418.2801208	1119.231812	-1538.614746	462.5150146	799.4689941	-1443.609985	581.7983398	813.9266968	-1357.741943	549.0939941	764.2285156	-1557.947388	471.811676	942.1572266	-1480.54895	-68.46289825	1108.150024	-1469.109985	-101.1473007	1123.177246	-1734.079102	-326.1730957	1170.132324	-1433.805786	-5.059997559	1367.832764	-1462.203491	-81.20980072	936.0479736	-1260.01001	-152.7533264	735.2176514	-1429.664551	-343.7957153	999.203125	-1224.03772	-68.3996582	1109.000366	-1470.146362	-88.95670319	887.2000122	-1200.849976	-192.3921356	991.5450439	-1128.231201	37.09975433	959.2574463	-1124.838379	-72.49024963	991.0272217	-1326.583862	182.5240021	1662.72998	-1449.390015	183.5143585	1674.655396	-1397.220215	235.8429413	1666.977417	-1451.373169	177.9421997	1714.735962	-1461.19104	253.951889	1681.119629	-1404.807129	112.5083237	1671.975342	-1396.777588	272.2956238	1656.664063	-1501.787476	91.33870697	1641.146729	-1494.182007	190.7669067	1494.654419	-1516.783447	198.7951813	1139.485352	-1567.013184	197.3458099	1403.383423	-1390.118042	197.1148376	1237.108521	-1311.216919	71.22431946	1339.380737	-1575.196167	392.9260559	1431.787109	-1466.263428	454.2870789	1118.512085	-1528.551758	470.1361694	987.2871094	-1461.160278	457.0983887	868.9896851	-1437.360962	484.0632629	870.1216431	-1480.848511	474.2262573	800.8876953	-1435.177856	-6.850588322	1416.143311	-1466.71582	-101.7918854	1115.906616	-1455.036987	-102.0977936	1030.057251	-1333.073608	-60.42245102	952.3265381	-1243.635132	-107.691124	925.4067993	-1272.276611	-98.10796356	896.432251	-1194.43335	304.8066101	951.6216431	-1388.494141	64.9190979	962.2301025	-1391.839355	233.0100098	967.6439209	-1570.956909	157.570343	977.6831665	-1570.874634	356.4387207	648.0240479	-1372.10791	296.0489197	759.8539429	-1307.942871	290.1465759	664.7379761	-1276.671875	321.1933594	490.1071472	-1294.24585	327.3377686	324.5601807	-1220.204346	276.4117737	395.7915039	-1189.406494	278.9474792	299.5447083	-1151.890747	302.6776428	122.7395172	-1125.607056	258.3425293	66.26122284	-1174.913818	275.1972046	162.3901672	-1031.988647	251.5687866	169.5828094	-977.953186	336.1732483	131.6870117	-998.0200195	22.86686516	708.5006104	-1496.909424	75.32358551	754.8013916	-1391.210449	96.12904358	661.46698	-1417.571655	79.01877594	492.5074158	-1557.19458	94.48755646	277.3275452	-1620.727051	130.8816376	347.4550171	-1548.592407	146.0401001	216.7233734	-1597.194336	134.2394714	104.3064651	-1695.101074	180.962616	77.11714935	-1765.230713	155.8439636	72.31269073	-1594.136719	183.1096497	49.10670853	-1552.918457	94.47072601	44.50624084	-1593.940552	19.87884521	988.0132446	-1498.986206	361.7851563	972.0817261	-1478.9021	388.3263855	1107.224609	-1529.884277	-41.78507233	1088.768799	-1473.592407	267.95401	873.8950195	-1452.079956	96.98220062	888.2940063	-1457.51001	271.5010071	483.1849976	-1298.890015	129.8410034	484.6340027	-1560.359985	265.2160034	132.6049957	-1118.949951	172.0110016	107.8410034	-1688.900024	270.6019897	148.177002	-1054.410034	158.901001	80.75119781	-1624.390015	392.1679993	1391.579956	-1461.52002	-3.040930033	1376.099976	-1461.97998	418.5660095	1117.76001	-1538.160034	-68.46289825	1108.150024	-1469.109985	462.5150146	799.4689941	-1443.609985	-88.95670319	887.2000122	-1200.849976	196.5039978	989.9069824	-1451.430054
4	0.03	183.0119934	878.1199951	-1439.880005	176.4548798	860.5341797	-1269.246094	353.9328003	862.9813232	-1434.87207	197.546875	1048.207397	-1421.791992	270.1080017	480.45401	-1283.130005	275.107605	634.3458862	-892.7110596	689.7590332	480.1249695	-1288.374268	268.4910889	870.9047852	-1437.013672	262.0780029	132.5460052	-1098.150024	353.7588806	310.8419495	-758.8438721	645.2928467	82.59980774	-1175.449707	270.1083069	480.453186	-1283.135376	253.9720001	71.99960327	-1152.280029	257.8058472	260.1343384	-1275.041504	477.6435547	57.38926315	-1167.685425	233.0892487	-49.94966888	-1339.822144	268.855011	149.6329956	-1034.119995	268.855011	149.6329956	-1034.119995	268.855011	149.6329956	-1034.119995	268.855011	149.6329956	-1034.119995	130.4819946	483.8819885	-1553.859985	175.6066284	376.509552	-1152.570068	544.5794067	527.5270386	-1588.746826	97.53132629	885.3355713	-1442.738525	172.0469971	109.0279999	-1688.140015	105.4169006	-30.62559509	-1318.908691	564.6120605	125.0139389	-1611.25293	130.4824524	483.8824463	-1553.860229	181.128006	85.6257019	-1764.939941	171.5895844	310.7769165	-1752.98584	402.3049927	92.64618683	-1720.686035	224.9082642	99.21229553	-1985.905151	158.6790009	81.5141983	-1623.859985	158.6790009	81.5141983	-1623.859985	158.6790009	81.5141983	-1623.859985	158.6790009	81.5141983	-1623.859985	198.8190002	1400.219971	-1380.319946	205.8575897	1427.878418	-909.2056885	-273.0664978	1394.499756	-1372.93396	204.9615784	929.0878296	-1352.752197	418.8359985	1114.329956	-1524.939941	364.1616211	1181.947388	-1783.182861	152.9795532	1076.718506	-1478.501709	394.7144775	1375.60376	-1451.421875	467.2640076	864.0720215	-1450.390015	434.7000732	782.5800171	-1702.807983	206.5320435	827.1853027	-1404.844727	418.5342407	1115.894531	-1525.40332	462.8099976	795.3779907	-1433.290039	582.9639893	808.7056885	-1348.459351	548.1790771	761.0822754	-1548.818359	472.0838318	938.4060669	-1468.896484	-67.19029999	1105.109985	-1453.48999	-98.82469177	1118.771729	-1718.6604	-325.0013123	1167.4198	-1419.523315	-3.66456604	1364.789795	-1447.689575	-80.8687973	933.960022	-1243.339966	-151.8617249	732.2802734	-1412.216309	-343.5574646	997.4485474	-1208.730713	-67.13568878	1105.79834	-1454.330322	-89.07980347	886.1240234	-1183.449951	-192.8109283	991.8204346	-1113.247437	36.59980011	959.2352295	-1107.821533	-71.62268829	987.8259888	-1310.777222	184.0200043	1659.77002	-1435.689941	185.009079	1671.745483	-1383.531616	237.3369141	1664.039063	-1437.681152	179.4144135	1711.762817	-1447.540161	255.4572754	1678.226685	-1391.151611	113.9904175	1669.025024	-1383.101318	273.8126526	1653.695923	-1488.053833	92.81922913	1638.096924	-1480.468262	192.1955566	1491.470825	-1502.825439	199.3412323	1136.003296	-1551.63623	198.8864594	1400.476929	-1375.828613	198.5430756	1234.341553	-1296.495361	72.50183105	1335.79834	-1560.695923	394.3535461	1428.335815	-1452.783936	454.5884705	1114.959595	-1515.430786	470.7278442	983.258728	-1449.203735	457.6003113	864.8262329	-1426.27063	484.169342	866.2180176	-1470.021973	474.6072693	796.6865845	-1424.959717	-5.443116665	1413.046753	-1452.390747	-100.572464	1112.969238	-1439.603027	-101.3082123	1027.461182	-1317.040527	-60.17346191	950.378479	-1226.988281	-107.2840118	923.1950684	-1255.651123	-98.25719452	895.4746704	-1177.238159	305.3508606	948.477478	-1372.889526	65.17707062	958.8900146	-1376.49646	233.7405548	964.4795532	-1555.216431	158.4418793	974.7749634	-1555.253174	356.023407	645.0072632	-1357.253784	296.3494873	757.4644775	-1292.934692	289.9418945	662.7261353	-1261.928345	319.9807434	487.4720459	-1278.688599	325.1630554	321.9681091	-1203.837891	275.2782898	393.8439636	-1172.144531	277.3384705	298.0504761	-1134.417236	299.4179077	121.807579	-1105.421875	253.6672974	64.84191895	-1152.171997	274.0428772	164.376709	-1011.985474	251.5460663	173.5370636	-957.5405884	335.3476257	134.1403046	-978.013855	23.17989922	707.065918	-1486.44458	75.04320526	751.5980225	-1379.581421	96.09732819	658.6391602	-1407.612305	79.63556671	492.1647339	-1550.502075	95.10642242	277.3149109	-1617.861938	131.470108	346.2788696	-1544.660767	146.4885559	216.1440735	-1595.143066	134.1502228	105.3268967	-1694.613647	180.7339935	78.37029266	-1765.18042	155.4954681	72.64099884	-1593.393921	182.8099518	49.38613129	-1552.518799	94.36888885	44.4737587	-1593.587036	20.26495171	985.1422729	-1484.227905	362.4285583	968.6506958	-1463.907349	388.6307373	1103.811157	-1516.251465	-40.55360031	1085.640625	-1457.808838	268.4920044	870.9050293	-1437.02002	97.53170013	885.335022	-1442.72998	270.1080017	480.45401	-1283.130005	130.4819946	483.8819885	-1553.859985	262.0780029	132.5460052	-1098.150024	172.0469971	109.0279999	-1688.140015	268.855011	149.6329956	-1034.119995	158.6790009	81.5141983	-1623.859985	393.5580139	1388.140015	-1447.890015	-1.650900006	1373.02002	-1447.51001	418.8359985	1114.329956	-1524.939941	-67.19029999	1105.109985	-1453.48999	462.8099976	795.3779907	-1433.290039	-89.07980347	886.1240234	-1183.449951	197.0249939	987.2540283	-1437.430054
